Eslanda Goode Robeson
Fernando Lamas
Forrest Compton
Francis De Sales  
Frank Dicopoulos
Frank K. Wheaton
Frank McHugh
Frank Moran
Frank Parker  
Fred MacMurray
Freddie Bartholomew
Fritz Weaver
G. Raymond Nye
Garret Dillahunt
Gene Reynolds
George Bancroft  
George Berrell
George Chakiris
George D. Wallace
George Dunn  
George Furth
George Kapetan
George Maharis
George Savalas
Gilbert Price
Glen Campbell
Glenn Howerton
Gordon MacRae
Graham Phillips  
Grant Aleksander
Grant Withers
Greg Goossen
Gregg Edelman
Gregory Jbara
Gregory Michael
Guy Kibbee
Haing S. Ngor
Hamilton Camp
Hardie Albright
Harry Crosby  
Harve Presnell
Hayes Gordon
Henry Armetta
Henry Bean
Henry Hull
Henry Rollins
Henry Thomas
Henry Woronicz
Herb Levinson
Heywood Hale Broun
Hiram Sherman
Holter Graham
Howard Keel
Hugh Marlowe
Humphrey Bogart
J. Harold Murray
J. K. Simmons
J. Scott Smart
Jack Cassidy
Jack Jones 
Jack Laird
Jack Larson
Jack Lemmon
Jack Lewis (screenwriter)
Jack Weston
Jackson Burns
Jackson Rathbone
Jacob Young
James Arness
James Cagney
James Garner
James Griffith
James Mitchell  
James Ransone
James Rennie  
James Roday
James Stacy
Jameson Parker
Jason Hervey
Jason Konopisos
Jason Raize
Jaye P. Morgan
Jeff Bollow
Jeff Daniels
Jeff McCarthy
Jeff McCracken
Jeffrey Dean Morgan
Jeffrey Lynn
Jenny Maxwell
Jeremy Glazer
Jerome Courtland
Jesse L. Martin
Jesse Ventura
Jim Hawthorne
Jimmy Lydon
Joe Lara
Joe Maross
Joel McCrea
Joey Lawrence
Joey Pollari
John Ashley  
John Aylward
John Barrymore
John Billingsley
John Blyth Barrymore
John Cassavetes
John Conte  
John Doe (musician)
John Drew Barrymore
John Fugelsang
John Kapelos
John Lloyd Young
John Loder  
John Mahoney
John McMartin
John Newland
John P. McGarr
John Rothman
Johnny Arthur
Johnny Western
Jonathan Frakes
Jonathan Hadary
Jonathan Slavin
Jonathan Veitch
Jorge Pallo
Joseph C. Phillips
Joseph Siravo
Josh Charles
Julius Harris
Justin Mentell
Justin Pierce
Justin Welborn
Kay Linaker
Keene Curtis
Keith Powell
Keith Thibodeaux
Keli Price
Ken Christy
Kene Holliday
Kenneth Nelson
Kent Bateman
Kerwin Mathews
Kevin Carvell
Kevin Chamberlin
Kevin Kilner
Kevin McCarthy  
Kevyn Morrow
Kurt Doss
Kurt Yaghjian
Kyle Cease
Kyle Gallner
Laird Cregar
Lance Reddick
Lane Hughes
Larry Anderson  
Lee Curreri
Lee Phelps
Lee Ving
Lester Rawlins
Lisa Lu
Logan Marshall-Green
Lonny Price
Louis Chirillo
Lynn Shelton
Malcolm Atterbury
Margo Stilley
Mark Deklin
Mark Frechette
Mark Northover
Matt McHugh
Matt Mulhern
Matthew Gumley
Matthew Lawrence
Matthew McGrory
Matthew Morrison
Matthew Shaffer
Merian C. Cooper
Merrell Jackson
Micah Sloat
Michael Cerveris
Michael Constantine
Michael Dietz
Michael Flessas
Michael Forest
Michael Gingold
Michael P. Moran
Michael Schoeffling
Michael Yebba
Mike Altieri
Mike Burstyn
Monty %22Hawkeye%22 Henson
Murphy Dunne
Neal Burns
Neal Israel
Neil Patrick Harris
Nicholas Pryor
Nick Adams  
Nick Cassavetes
Nico Minardos
Noam Pitlik
Noel Gugliemi
Norman Chaney
O. J. Simpson
Oliver Hardy
Pablo Schreiber
Pat Buttram
Patrick Cassidy  
Patrick H. O'Malley, Jr.
Patrick O'Neal (sportscaster)
Paul Greco
Paul Hipp
Paul McCrane
Paul Robeson
Paul Winters
Pedro Regas
Penn Jillette
Pete Koch
Peter Baldwin  
Peter Boyle
Peter Emshwiller
Peter Fonda
Peter Griffith
Phillip Crosby
Rainn Wilson
Ralph Dunn
Ralph Edwards
Randolph Roberts
Randy Parton
Ray Dennis Steckler
Ray Teal
Ray Walston
Rex Everhart
Richard Arlen
Richard Bennett  
Richard Chaves
Richard Deacon  
Richard Derr
Richard Karn
Richard Kiley
Rick Crom
Robert Arden
Robert Bray
Robert Downey, Jr.
Robert Goulet
Robert J. Steinmiller Jr.
Robert Lees
Robert Morse
Robert Preston  
Robert Prosky
Robert Scheerer
Robert Taylor  
Robert Torti
Robert Westenberg
Robin Spriggs
Robin Stille
Robin de Jes%C3%BAs
Rod Keller  
Rodney Harvey
Roger Fan
Roger Robinson  
Rohn Thomas
Roscoe Ates
Russ Tamblyn
Russell Arms
Russell Hicks  
Russell Johnson
Russell Nype
Ryan Malgarini
Sable (wrestler)
Sam Tsoutsouvas
Sammy White  
Scott Bloom
Scott Ryan  
Sean McNamara  
Sean Whitesell
Sheldon Lewis
Skylar Astin
Smith Ballew
Spencer Tracy
Stacie Mistysyn
Steffi Sidney
Sterling K. Brown
Steve Barton
Steve Connell
Steven Drukman
Swen Swenson
Sydney Chaplin  
Tamela Mann
Taso N. Stavrakis
Terence Jay
Terrence E. McNally
Terrence Mann
Terry Bradshaw
Thomas Ian Nicholas
Thomas J. Hageboeck
Thomas Jane
Thomas Roy
Tim Artz
Tim Considine
Tim Ryan  
Tim Talman
Timothy Britten Parker
Tobias Segal
Tom Greenway
Tom Mix
Tom Skerritt
Tommy Rall
Tony Mordente
Tony Moreira
Tony Scotti
Travis Ford
Trever O'Brien
Trey Wilson
Tyler Posey
Tyrese Gibson
Tyrone Giordano
Tyrone Power, Sr.
Van Johnson
Vic Chesnutt
Victor Kilian
Victor McLaglen
Victor Millan
Vince Barnett
Vivian Mason
Wally Van
Walter Cassel
Walter Charles
Waylon Payne
Wayne Wilcox
Will Tiao
William Edwin Self
William Fawcett  
William Frawley
William Gaxton
William Shockley  
William V. Mong
William Youmans
Yvette Nelson
Ben Gazzara
Bruno Kirby
Christopher Connelly  
Christopher Guest
Craig Chester
Craig R. Baxley
Craig T. Nelson
Dana Andrews
Daniel Greene  
David Rasche
Dennis Franz
Deon Richmond
Devin Ratray
Edward Moss (impersonator)
Joseph Pevney
Keri Lynn Pratt
Kiersten Warren
Kristoffer Polaha
Lee Tergesen
Michael Talbott
Renoly Santiago
Richard Edson
Robert Foxworth
Ross Bagley
Ryan Donowho
Scott Cohen  
Shawn Harrison
Shawn Pyfrom
Victor Mature
Warren Davis  
Donald O'Connor
Mark Indelicato
Martin Milner
Rat Pack
Richard Anderson
Austin O'Brien
Eric Ladin
Johnny Weissmuller, Jr.
Skip Stellrecht
Alan Beckwith
Bernard Fein
Chandler Darby
Charles D. Brown
Drew Beasley
Eddie Mayehoff
Gabe Nevins
Glenn McCuen
Granville Bates
Jack Latham
Joel Swetow
Kylie Sparks
Lynne Overman
Margaret Teele
Maston Williams
Mystro Clark
Patr%C3%ADcia Mota
Robert V. Barron
Shakiem Evans
Tony Stevens 
Wally Cassell
Aaron Schoenke
Adam Neal Smith
Alexx O'Nell
Andrew Fiscella
Benjamin Byron Davis
Billy Aaron Brown
Bobby Hosea
Charles Halford
Charlie Tahan
Chick Chandler
Christopher Maher
Chuck Hittinger
Clinton Sundberg
Daniel Eric Gold
David Alan Bailey
David Mazouz
David Valcin
Dick Campbell (producer)
Earle Hodgins
Eric Michael Cole
Felix Solis
Fred Essler
Fred Spiker
Greg Sestero
Hemky Madera
Ian Scott Rudolph
Jamison Jones
Jim O'Doherty
John Milford
Johnny Kascier
Joseph Stern
Karim El-Kerem
Lee Tung Foo
Margie Stewart
Markus Redmond
Michael J. Burg
Michael Milhoan
Mickey Knox  
Netfa Perry
Peggy Trentini
Peter Youngblood Hills
Read Morgan
Richard Cotovsky
Rob Delaney 
Robert Adam Barnett
Robert Bice
Roland Varno
Todd Alexander Cohen
Tom Mason  
Walter Greaza
Whitford Kane
Wilson Bethel
Jay C. Flippen
David Henesy
Evans Evans
Jeff Seymour
Michael M. Ryan
Robert Blanche
Robert Brubaker
Trevor Jackson  
A Martinez
Aaron Norris
Aaron Yoo
Adam Busch
Adam Gregory  
Adam Pally
Ajay Naidu
Aki Aleong
Al Mancini
Al Shearer
Alan Autry
Alan Fudge
Alan Hale, Sr.
Alan North
Alan Oppenheimer
Alan Reed
Alan Rubin
Alan Tudyk
Albert Paulsen
Alec Mapa
Alex Meraz
Alexandra Tydings
Allen Hoskins
Allen Jenkins
Alvy Moore
Amaury Nolasco
Amy Pietz
Angelique Pettyjohn
Anthony De Longis
Archie Kao
Art Evans
Arthur Hughes  
Arthur O'Connell
Arye Gross
Asher Book
Avon Long
Beau Starr
Ben Alexander  
Ben Vereen
Benito Martinez  
Benjamin Salisbury
Bernard White  
Bert Convy
Betsy Rue
Bill Erwin
Bill Irwin
Bill Sage
Billy Beck
Billy Lee
Blas Elias
Bo Burnham
Bob May  
Bob Stephenson  
Bob Uecker
Brad Johnson  
Brad Rowe  
Brad William Henke
Bradley Whitford
Brandon Routh
Brandon deWilde
Brendan Hines
Brent Briscoe
Bret Harrison
Bret Loehr
Bret Michaels
Bret Wolfe
Brian Dietzen
Brian Presley
Bryan Dattilo
Bryan and Denny Kirkwood
Buddy Baer
Burt Ward
Calvin Lockhart
Carey Wilson (writer)
Carl Betz
Carl Paoli
Carmen Argenziano
Cary Guffey
Casey Biggs
Chad Power
Chaney Kley
Channon Roe
Chao-Li Chi
Charles Butterworth  
Charles Robinson  
Charlie Day
Chill Wills
Chip Zien
Chris Bauer
Chris Messina
Chris Riggi
Christopher Daniel Barnes
Christopher Meloni
Chuck Zito
Clu Gulager
Coby Bell
Cody Burger
Cody Kasch
Colin Egglesfield
Colton James
Connie Sellecca
Connor Gibbs
Conrad Bain
Conrad Nagel
Cookie Mueller
Curtis Armstrong
Cylk Cozart
Dack Rambo
Dan Butler
Dan Dailey
Dan Frazer
Daniel Sunjata
Darius McCrary
Darius de Haas
Daryl Mitchell
David Beecroft
David Doyle  
David Graf
David Hart  
David Hess
David Marciano
David Tom
David Ury
David Yost
Dean McDermott
Del Close
Del Monroe
Derek Richardson  
Devon Alan
Don DeFore
Don Durant
Don Keith Opper
Don Stark
Don Stroud
Don Swayze
Donovan Scott
Douglas Emerson
Douglas McGrath
Douglas Spencer
Drew Carey
Duane Whitaker
Dub Taylor
Dylan Cash
E. E. Bell
Earl Boen
Earl Mohan
Ed Nelson
Ed O'Ross
Eddie Applegate
Eddie Jemison
Eddie Polo
Eddie Quillan
Edward Clark  
Edwin Neal
Efren Ramirez
El Brendel
Elisha Cook, Jr.
Ellen Muth
Eric Lange
Erik Rhodes  
Ernie Reyes, Jr.
Ethan Cohn
Ethan Peck
Flip Mark
Fonzworth Bentley
Francis Ford  
Frank Cady
Frank Dux
Frank Vincent
Frankie Burke
Frankie Darro
Frankie Thorn
Fred Clark
Fred Dryer
GQ  
Gabriel Jarret
Gale Hansen
Gary Conway
Gary Sandy
Gedde Watanabe
Gene Roth
George Back  
Gerald Mohr
Gordon Jump
Gordon Scott
Grant Show
Grant Williams
Greg Cipes
Greg Evigan
Greg Morris
Gregory Harrison
Griff Furst
Guy Madison
Guy Stockwell
Hal Smith  
Harold Sylvester
Harry Todd
Hector Luis Bustamante
Henderson Forsythe
Holmes Osborne
Huntz Hall
Ian Anthony Dale
Ian Gomez
Ian Keith
Ian Nelson
Ian Wolfe
Ike Eisenmann
Ira Heiden
Jack Betts
Jack Ging
Jack Hoxie
Jack Johnson  
Jake Short
James Best
James Daly  
James Deen
James Hall  
James Hong
James Maxwell  
James O'Neill  
James Preston  
James Whitmore, Jr.
James Wolk
James Young  
Jascha Washington
Jason Williams  
Jay Grdina
Jay Karnes
Jay North
Jay Tavare
Jeff Anderson
Jeff Chase
Jeff Kober
Jeffrey Nordling
Jeremy Allen White
Jeremy Blackman
Jeremy London
Jeremy Miller
Jeremy Rowley
Jerri Manthey
Jerry Mathers
Jerry Trimble
Jess Hahn
Jim Bannon
Jim Breuer
Jim Hanks
Jim Siedow
Joe Conley
Joe DeRita
Joe Keaton
Joe Lando
Joe Spano
Johann Urb
John 'Dusty' King
John Amos
John Astin
John Beck  
John Beradino
John Berg  
John Bowers  
John Carroll Lynch
John D. LeMay
John Dall
John Davis Lodge
John Ducey
John Enos III
John Gavin
John Ingle
John Larroquette
John Lund
John Matuszak
John Melendez
John O'Hurley
John P. Ryan  
John Putch
John Raitt
John S. Ragin
John Zenda
Johnnie Davis
Johnny Carpenter
Johnny Haymer
Johnny Sheffield
Johnny Strong
Johnny Tri Nguyen
Johnny Yong Bosch
Jon Cedar
Jon Tenney
Jonathan Bennett  
Jonathan Breck
Jonathan Goldstein  
Jonathan Jackson  
Jonathan Sadowski
Jordan Fry
Jordan Orr
Josh Zuckerman  
Joshua Cox
Jud Taylor
Judah Friedlander
Judy Tyler
Julian Eltinge
June Lockhart
Junior Durkin
Justine Shapiro
Kamar de los Reyes
Karen Dior
Karl Slover
Katherine MacGregor
Kathleen Lloyd
Kato Kaelin
Keith Cooke
Ken Clark  
Ken Howard
Ken Osmond
Kenny Blank
Kent McCord
Kent Taylor
Kenton Duty
Kevin Gage  
Kevin Rahm
Kevin Tighe
Khalil Kain
Kim Coates
King Baggot
Kip Pardue
Kirby Grant
Kirk Alyn
Kirk Baltz
Kurt Fuller
Kyle Howard
Kyle Secor
Kyle Swann
Kyp Malone
Lash LaRue
Latham Gaines
Lee Bowman
Lee Norris
Lee Tracy
Len Lesser
Leon Rippy
Leonard Roberts
Leslie Parrish
Lonny Chapman
Loren Dean
Lorraine Toussaint
Lucas Till
Mac McDonald
Madylin Sweeten
Mae Mercer
Mageina Tovah
Malik Yoba
Manu Narayan
Marc Vann
Marian Marsh
Marie Matiko
Mark Damon
Mark Goddard
Mark Metcalf
Mark Moses
Mark Rolston
Mark Slade
Marsha Warfield
Marshall Allman
Marshall Manesh
Marshall Neilan
Martha Smith
Martin Gabel
Martin Starr
Marvin Worth
Mason Gamble
Matt Bennett
Matt Long
Matt McCoy  
Matt Moore  
Matt O'Leary
Max Thayer
Maxwell Perry Cotton
Meeno Peluce
Mel Novak
Micah Alberti
Michael Copon
Michael Horse
Michael Irby
Michael Jace
Michael Kelly
Michael Nouri
Michael Oliver  
Michael Sacks
Michael Tolan
Michael Urie
Mickey Daniels
Mickey Jones
Miiko Taka
Mike Connors
Mike Erwin
Mike Mazurki
Mike McShane
Mike Monty
Mildred Shay
Miles Chapin
Milton Sills
Missi Pyle
Monte Blue
Murray Hamilton
Myron Healey
Nancy Parsons
Ned Austin
Ned Vaughn
Nick Stahl
Nick Zano
Noah Bean
Noah Munck
O. L. Duke
Omar Doom
Onslow Stevens
Orlando Jones
Otto Kruger
Parker Fennelly
Pat Corley
Patrick Wayne
Paul Carr  
Paul Dano
Paul Ford
Paul Frees
Paul Hurst  
Paul Marco
Paul Sand
Peggy Pope
Peggy Walton-Walker
Percy Daggs III
Perry King
Pete Duel
Peter Helm
Peter Shaw
Peter White  
Phil Bruns
Phil Leeds
Philip Ng
Philip Slater
Phillip Terry
Phillip Van Dyke
Pooch Hall
R. D. Call
Rene Lavan
Rex Lease
Rhys Coiro
Richard Bradford  
Richard Davalos
Richard Holmes  
Richard Ruccolo
Richard Sanders  
Rick Hurst
Rick Yune
